old,job-title,salary,state,experience,education,gender
3,Communications Manager,"80,000",Illinois,3,1,Other or prefer not to answer
3,Franchise coordinator,"47,000",Colorado,2,1,2
3,Office Administrator/Bookkeeper,"42,000",Arizona,4,1,2
5,Programme Officer,"73,000",,6,2,2
4,Administrator,"88,000",Indiana,5,1,2
4,IT consultant,"75,000",,5,1,2
3,HR Business Partner,"61,500",Oregon,3,1,2
4,Director of Stewardship,"70,000",Minnesota,5,2,2
3,Planner,"76,500",Washington,3,2,2
4,Chapter Lead Backend Development,"90,000",,5,1,2
3,Software developer,"155,000",Maryland,3,1,1
3,Senior scientist ,"125,000",Massachusetts,2,3,2
3,Quality Engineer,"69,004",Minnesota,2,1,2
4,Associate Professor & Academic Program Director,"65,000",Wisconsin,4,3,2
6,Teacher,"45,000",Kansas,5,1,2
3,Associate Brand Manager,"119,000",California,4,2,2
3,graphic designer 1,"72,500",Oregon,3,1,2
2,Barista,"35,360",New York,2,1,2
3,Managing Editor,"56,640",,5,1,2
3,Underwriter,"40,000",Tennessee,4,0,2
3,"Customer Success Manager, Team Lead","119,000",North Carolina,3,2,2
4,Design Engineer,"70,000",Oregon,5,2,0
2,Sports reporter,"42,000",Ohio,2,1,2
6,Director of Compliance,"68,000",Ohio,6,1,2
3,Senior project editor,"43,000",New Jersey,4,1,2
4,writer/editor,"43,500",New York,4,1,2
4,Senior Product Manager,"126,600",North Carolina,5,1,2
5,Development Officer,"81,120",Minnesota,6,1,2
3,Benefit Administrator ,"66,000",Texas,3,0,2
5,Associate Professor,"147,000",Missouri,6,3,2
3,Town Clerk,"38,480",Maryland,3,1,2
4,Head of Teen Services,"74,000",New Jersey,5,2,2
6,Scrum Master,"110,000",Pennsylvania,7,2,2
3,Unit manager,"122,000",Pennsylvania,4,1,1
3,System Architect,"120,700",Massachusetts,4,1,2
3,Content Strategist,"88,000",California,4,1,2
4,Technical Account Manager,"100,000",Massachusetts,6,1,2
4,Cybersecurity Engineer,"138,000",Virginia,5,2,2
4,Marketing Director,"78,600",Iowa,5,1,2
3,Senior Research Economist,"62,700",,3,2,2
3,Assistant Professor of Chemistry and Biochemistry,"70,000",Mississippi,2,3,2
3,"Software Engineer, Test II","100,000",New York,3,1,2
4,Assistant Director,"49,500",Ohio,6,2,2
4,Team Lead - Technical Writing,"73,000",Ohio,6,1,2
3,Govt Counsel,"78,000",Ohio,4,3,2
4,Principal Program Manager,"217,000",Washington,5,1,2
6,Program Manager,"40,500",New Hampshire,7,0,2
3,Senior Business Systems Analyst,"101,895",Illinois,3,2,0
4,Head of administration,"813,000",,5,2,2
3,Support advisor,"42,500",,2,1,2
5,Internal Security and Compliance audit,"180,000",Texas,6,1,2
3,Business Intelligence Associate,"47,500",Arizona,3,1,2
4,Legal Counsel,"100,000",,5,3,1
3,Outreach Specialist,"50,000",Nevada,4,2,2
5,hobby teacher,"12,060",,5,2,2
4,Senior Content Manager,"91,500",California,5,1,2
4,engineer,"115,000",Alabama,5,1,2
6,Administrative Assistant,"75,000",Maryland,7,1,2
4,Archivist,"84,000",,5,2,2
5,attorney,"400,000",Washington,6,3,2
3,Software Engineer,"75,000",California,3,1,2
3,Resident Director,"35,000",New York,3,1,2
4,Chief Program Officer ,"115,000",New York,5,2,2
4,Controllers ,"83,200",Ohio,6,1,2
4,Communications manager,"79,000",Illinois,5,2,1
3,Development Specialist,"57,000",District of Columbia,2,1,2
3,Ceramics Teaching Assistant,"35,360",Illinois,5,1,2
4,Adjudication Specialist,"69,500",Virginia,4,3,2
5,Senior Administrator,"55,500",Tennessee,5,2,2
5,Library director,"45,000",,5,2,2
4,Project Manager,"104,000",Minnesota,5,1,2
2,"Registered Nurse, Clinic","62,000",Massachusetts,1,1,2
4,Senior Grants Specialist,"105,000",New York,5,2,2
5,Senior Editor,"75,000",Indiana,6,2,2
3,Attending Physician (general internal medicine),"1,900,000",Connecticut,3,3,2
4,Records management team supervisor,"119,600",Maryland,5,2,2
4,Librarian,"79,626",Connecticut,5,2,2
4,Customer service rep,"43,000",Wisconsin,3,0,1
3,Teacher,"63,000",District of Columbia,4,2,2
3,Senior Marketing Strategy Analyst,"104,000",Georgia,3,2,2
3,Operations Manager,"48,195",Illinois,4,2,2
3,Executive Assistant,"47,000",,4,0,2
3,Senior Software Engineer,"152,000",Virginia,3,1,2
4,"Manager, Governance and Volunteers","79,000",,5,2,2
3,Chief engineering,"50,000",,2,3,2
4,Senior financial analyst ,"74,000",Nebraska,5,2,2
3,research scientist,"86,953",Ohio,2,3,2
4,Supervisor,"68,000",Iowa,5,1,2
4,Project Architect,"85,000",Colorado,5,2,2
6,IT Systems Administrator,"108,000",Massachusetts,8,1,2
4,Senior Customer Success Consultant,"65,000",Colorado,5,1,2
3,Lawyer,"143,000",,3,2,2
4,Director of Quaker Leadership,"81,700",District of Columbia,5,2,2
7,Professor,"173,000",Alabama,7,3,2
5,Human Resources Manager,"120,000",Oregon,7,1,2
4,Postdoctoral Fellow,"55,000",Oklahoma,5,3,2
4,Director of Online Learning,"115,000",New York,5,2,2
3,Principal Software Engineer,"160,000",Massachusetts,4,2,2
3,Program Administrator,"42,000",Massachusetts,3,1,2
3,Research Specialist ,"48,000",Texas,3,2,2
4,Academic Administrator,"54,000",Massachusetts,5,1,2
3,Business Manager,"41,000",Missouri,3,2,2
4,PHP Developer,"72,500",,5,1,2
4,CFO,"30,000",Oregon,6,1,2
3,Director of Operations,"135,000",North Carolina,4,2,2
3,User Experience Designer,"85,000",Michigan,3,2,0
4,Trusts and Grants Manager ,"40,000",,5,2,2
4,Director of Education,"36,000",Georgia,5,1,2
3,Associate Program Manager,"45,000",New Jersey,2,1,2
4,Occupational therapist ,"66,650",Missouri,4,2,2
5,Customer Service Manager,"68,900",Washington,6,0,2
4,Supervising Attorney ,"66,100",New York,5,3,2
4,Intervention Specialist ,"67,000",Ohio,5,2,2
4,Associate Professor,"72,000",Maryland,4,3,2
3,Transportation Engineer,"79,500",Maryland,3,2,2
4,Project Manager,"90,000",,5,2,2
4,Attorney,"133,000",Virginia,3,3,2
3,Director of Alumni Relations,"100,000",New York,4,1,2
3,Commercial account manager ,"40,200",,3,0,2
4,Senior Evaluation Manager,"78,000",New York,5,1,1
3,Full Stack Engineer,"80,000",Massachusetts,3,1,1
5,Mental Health Therapist ,"70,000",New Hampshire,5,2,2
3,Retail Associate,"20,488",Texas,2,0,0
3,Senior policy advisor,"100,000",,3,2,2
3,senior data scientist,"137,000",Illinois,2,3,2
4,Library Director,"46,280",Michigan,4,1,2
3,Program Coordinator,"40,000",North Carolina,3,1,2
3,Systems Engineer,"80,000",Virginia,2,1,2
5,Registered Nurse,"100,000",Missouri,5,2,2
4,Associate In-House Counsel,"115,000",New York,4,3,2
5,Senior Corporate Counsel,"160,000",Washington,6,3,2
4,Product Design,"140,500",New Jersey,6,1,2
4,Communications Specialist,"93,000",District of Columbia,5,2,2
3,Account Manager,"58,000",,5,0,2
3,School social worker,"52,400",Wisconsin,4,2,2
3,Quality of Life Senior Supervisr,"75,795",,3,1,2
3,"Associate Director, EEO","90,000",New York,5,2,2
3,Behavioral Care Therapist,"37,500",Wisconsin,1,2,2
2,Energy Rater,"54,000",New Jersey,2,1,2
5,Geo Services Employment,"54,000",Indiana,2,1,2
3,HR manager,"86,000",District of Columbia,4,1,2
5,Product management - architect,"152,900",Florida,5,0,2
3,Trainer/Curriculum Developer,"79,000",New York,5,2,1
4,Teacher,"53,000",Oklahoma,5,1,2
3,Social Media Specialist,"105,000",California,3,1,2
3,Appeal adjudicator,"45,760",Washington,5,1,2
3,Librarian,"86,000",Michigan,4,2,2
6,Expert Technical Writer,"95,000",Arizona,8,2,2
3,Coordinator of Instructional Technology,"30,500",Tennessee,4,1,2
3,Order Analyst,"52,000",Arkansas,3,1,2
3,Senior Customer Success Manager,"117,500",California,4,1,2
6,Library Program Coordinator,"51,000",Florida,6,2,2
4,Senior Officer,"128,000",District of Columbia,5,2,2
4,Animator,"65,000",Michigan,3,2,2
4,Account Manager,"132,000",California,5,1,2
3,Education Coordinator,"51,000",,4,1,2
4,Associate Safety Officer,"111,000",Missouri,5,3,2
3,Sterile Compounding Technician,"41,500",Nebraska,3,1,2
4,GIS Analyst,"106,000",,4,2,2
4,Copywriter,"30,000",Pennsylvania,2,2,2
4,Physician/hospitalist,"230,000",Florida,5,3,2
3,Medical Physicist,"155,000",Maryland,4,2,2
4,Proposal Manager,"85,000",Colorado,5,1,2
4,Annual Fund and Database Manager,"52,500",Illinois,5,2,2
4,Producer ,"140,000",Washington,5,0,2
3,Account Supervisor,"94,000",Oregon,2,1,2
4,HR Manager,"63,000",New Jersey,5,1,2
3,Archivist,"54,000",Massachusetts,3,1,2
3,Ecologist,"60,000",,3,2,1
4,Underwriting manager,"72,800",,5,2,2
3,Regulatory Compliance Specialist,"42,000",Louisiana,1,3,2
4,Design engineer,"105,000",Wisconsin,4,2,2
3,Program Specialist,"58,000",District of Columbia,2,2,2
6,Business Services Supervisor,"82,000",,7,1,2
4,"Director, Operations","109,500",Pennsylvania,5,2,2
4,Biologist,"83,000",,4,2,2
3,Software Engineer for Safety Critical & Fault Tolerant Systems,"96,000",Massachusetts,3,1,2
4,Speech Language Pathologist,"64,000",Alaska,5,2,2
3,Process Engineer,"86,000",Colorado,3,1,2
3,PR Specialist,"45,400",Indiana,2,1,2
5,Executive Assistant to elected officials,"48,000",Florida,5,3,2
3,Digital & Design Manager,"60,000",District of Columbia,4,1,2
4,Program Director,"90,000",Colorado,5,2,2
6,Senior Software Engineer,"128,000",Florida,7,1,2
6,Business Intelligence Analyst / Team Lead,"120,000",Minnesota,7,1,1
4,Senior Manager,"114,000",District of Columbia,5,,2
4,Scientist II,"118,000",Massachusetts,4,3,2
4,Deputy Executive Director,"60,000",Pennsylvania,5,2,2
3,Market Research Analyst,"42,000",Nevada,2,1,2
4,Instructional Technologist,"80,000",Missouri,5,2,2
3,Financial Advisor,"28,000",,2,2,1
2,Social Media Editor,"49,000",New York,2,1,2
4,Community Resource Coordinator,"60,000",,3,1,2
4,Civil Engineer,"55,000",,5,2,1
4,Office manager,"55,120",Vermont,5,1,2
3,Communications Director ,"72,000",New York,4,0,2
3,Buyer,"48,000",Texas,4,1,2
5,"Director, Student Services","72,000",Virginia,5,2,2
3,Programmer,18,,1,,1
4,Marketing,"62,000",Minnesota,5,1,2
5,Professor,"61,000",Kentucky,6,3,
3,Donor Relations Manager,"82,125",California,4,2,2
4,owner,"31,600",California,6,1,2
4,Senior Accounting Director,"125,000",Illinois,5,2,2
5,Reference and Instruction Librarian,"45,000",Illinois,6,2,2
3,Branded Content Editor,"71,000",New York,3,1,2
5,Government Attorney,"163,000",Virginia,6,3,2
5,Agile Coach,"141,000",Arizona,6,0,2
3,People Operations Manager,"115,000",Washington,4,1,2
4,Director of Special Education,"69,000",Virginia,5,2,2
6,Program Manager,"58,000",Minnesota,6,1,1
3,Consultant,"78,000",Arizona,2,1,2
6,Senior software developer (freelance),"156,000",Oregon,7,2,2
3,Salesforce Consultant,"94,000",Kentucky,4,2,2
4,Infectious Disease Physician Assistant,"125,000",Maryland,5,3,2
3,Audiologist,"60,000",Ohio,2,3,2
3,Organisational psychologist,"76,000",,2,3,2
3,Content Strategist,"66,000",Arizona,3,1,2
4,Key account manager,"81,500",Massachusetts,5,2,2
3,Structural Engineer,"71,600",Virginia,2,2,2
4,Director of Product,"79,950",Illinois,5,1,2
3,Technology Strategist,"118,000",California,4,1,2
3,Project Portfolio Manager,"96,000",New York,4,1,2
3,Program Manager,"58,000",Minnesota,4,1,1
4,Lead Financial Analyst,"128,530",Texas,5,2,2
3,Lead Talent & Admin Associate,"55,000",New York,3,1,2
6,HR Generalist,"72,000",,6,0,2
3,Rotor Wing Inspector ,"39,990",Arizona,4,1,2
3,Software Engineer,"135,600",California,4,1,1
3,Production Supervisor,"62,500",Pennsylvania,5,0,1
4,Associate Research Scientist,"105,000",Maryland,5,3,0
4,Senior Director,"65,000",Texas,5,2,2
6,Project manager,"115,000",Pennsylvania,6,3,2
5,Environmental Manager,"112,000",Arizona,6,1,2
4,Software developer ,"60,000",,4,2,2
4,Air Force Fighter Pilot,"144,000",District of Columbia,5,2,2
4,IT Lead,"175,625",Pennsylvania,5,1,2
4,Associate Director of Human Resources,"63,400",Iowa,5,3,1
5,sr director,"80,000",Kentucky,6,2,2
4,Lead Software Engineer,"151,800",Colorado,3,3,2
5,Associate Director of Financial Aid,"90,000",Alaska,5,2,2
5,Art Director,"90,000",Colorado,6,2,2
3,User Experience Lead,"128,400",Pennsylvania,4,1,1
3,Development Assistant,"53,000",Massachusetts,3,1,0
4,Advice Caseworker,"25,000",,5,0,2
4,Facilities Engineer,"90,000",Michigan,5,2,2
4,Legal assistant ,"79,040",,5,0,2
3,"Director, Business Strategy","150,000",New York,4,2,2
4,Senior Design Professional,"44,000",Arkansas,5,2,1
3,Business Analust,"86,000",Massachusetts,3,1,2
5,Data Analyst,"160,000",Washington,6,1,2
5,High School English Teacher,"85,000",California,6,2,2
3,Director of Visitor and Community Engagement,"43,000",Virginia,3,2,2
3,Senior Account Executive,"95,000",District of Columbia,5,1,2
3,Editor,"70,000",New York,4,1,2
3,Accounting Manager,"100,000",Illinois,4,1,2
3,Academic Advisor ,"64,000",,5,1,1
3,Store Associate Rx,"28,080",Massachusetts,2,1,2
3,Administrative Assistant,"42,224",New York,2,1,2
5,"Director, Event Operations","103,000",Minnesota,6,1,2
6,Litigation manager,"120,000",California,7,1,2
3,Project Manager,"75,000",New York,2,1,2
3,Research Chemist / Training Supervisor,"70,000",California,2,2,0
3,Manager of Digital Media Programming,"83,500",Connecticut,5,1,2
4,Business Analyst-Specialist,"115,000",California,5,2,2
4,Mortgage underwriter,"95,000",Massachusetts,6,2,2
6,Senior Business Analyst,"66,127",Connecticut,7,1,2
3,Audit supervisor (cpa),"78,000",Connecticut,4,2,2
3,Economist,"99,600",Maryland,3,1,2
4,Program Manager ,"75,000",Michigan,3,3,2
4,ARNP,"135,000",Washington,5,2,2
4,Program Director ,"35,211",North Carolina,5,1,1
4,Sr. Finance Manager,"139,458",Washington,5,2,2
4,Salesforce Administrator,"60,000",Idaho,5,1,2
3,Senior Recruitment Consultant ,"75,000",Pennsylvania,4,1,2
4,Group Finance Manager,"120,000",,5,2,2
3,Digital strategist,"62,000",Texas,4,1,2
4,"Director, Learning & Development","90,000",Texas,5,1,2
5,Administrative Assistant,"36,000",New York,5,1,2
4,Senior Reporter,"36,000",,5,2,2
5,Sr. Business Analyst,"91,000",Georgia,6,1,2
3,Customer Success Manager,"62,000",North Carolina,3,1,2
3,Quality control supervisor ,"30,000",,4,1,2
5,Technical Support Level 2,"56,000",Minnesota,7,1,Other or prefer not to answer
3,Publicist,"41,600",New York,3,2,2
3,Recruiter,"48,000",North Carolina,4,1,2
3,Activities Coordinator ,"33,800",Nebraska,4,1,2
4,Senior Associate,"102,000",District of Columbia,4,3,2
5,Senior Associate,"68,000",Minnesota,6,2,2
4,Tech Support Specialist,"56,000",North Carolina,5,2,2
4,Outreach professional,"36,000",Vermont,6,2,2
3,Program Director,"52,000",South Carolina,5,2,2
3,Partner Marketing Manager,"167,000",Illinois,5,1,2
4,Assistant Professor of Education,"65,000",Virginia,5,3,2
4,Website Editor,"83,000",Illinois,6,1,2
3,Account Services Representative ,"41,000",Minnesota,3,1,0
4,senior software engineer,"150,000",Wisconsin,5,1,2
3,Librarian (Dept. Head),"58,000",Massachusetts,4,2,2
3,Fraud Analyst,"54,000",Illinois,4,1,2
5,Sr. UX Strategist & Designer,"115,000",Ohio,5,1,2
4,Director,"240,000",Washington,5,1,1
4,Marketing Director,"93,500",Indiana,5,1,2
4,Employment Coach,"50,000",,5,1,2
3,Documentation and Community Manager,"80,000",Pennsylvania,5,1,2
5,Quality manager,"97,000",Pennsylvania,6,2,2
4,Associate Registrar,"50,000",Pennsylvania,5,2,2
3,Postdoctoral Fellow,"30,000",Hawaii,2,3,2
4,Coordinator,"55,000",California,5,2,2
4,Regional Crown,"157,000",,5,3,2
3,Engagement Specialist,"47,600",Oklahoma,3,1,2
3,Accountant ,"70,000",,4,2,2
3,Youth Services Librarian,"63,000",Massachusetts,3,2,2
3,Attorney,"148,000",District of Columbia,4,3,1
4,Proposal Specialist,"61,000",Kentucky,5,2,2
4,Senior Brokerage Operations Coordinator ,"53,000",Connecticut,5,0,0
4,"Senior Manager, Speech recognition","215,000",,5,1,2
4,Production Manager,"125,000",Pennsylvania,6,1,2
4,Technical Support Analyst,"60,000",Illinois,5,1,2
4,Digital Asset Manager ,"60,000",Texas,3,1,2
3,Product Designer,"76,500",New York,3,1,2
2,Ride Operator,"31,000",California,2,0,1
5,Bookkeeper/HR Manager,"53,000",Pennsylvania,6,1,2
6,Head of Collection Services,"72,000",Illinois,7,2,2
4,Grant Director,"62,000",New York,4,3,2
3,Staff attorney,"51,333","Michigan, South Carolina",3,3,2
5,Volunteer Coordinator ,"39,520",Nevada,6,3,2
4,Eligibility Specialist ,"38,688",Maine,1,0,2
3,Research Fellow,"42,000",,4,3,1
4,Attorney,"156,000",Texas,5,3,2
3,EDI Analyst,"52,000",Alabama,2,1,2
2,Project Manager,"80,000",Colorado,2,1,2
3,Communications Director,"176,000",New York,4,1,2
3,Librarian ,"35,000",Pennsylvania,3,2,2
3,Senior Associate,"92,500",New York,4,2,1
4,Wholesale Account Rep,"31,000",Oregon,6,0,0
3,Sr. Accountant,"90,000",Maryland,5,2,2
4,Human resources assistant,"29,998",Texas,4,0,2
4,Accounts Payable Clerk,"42,000",Kentucky,2,1,2
3,Grant Coordinator,"54,000",Idaho,4,1,2
3,5th grade teacher,"50,000",Colorado,4,3,2
6,Auditor,"126,000",Georgia,7,2,2
5,Technical Implementation Manager,"94,000",Mississippi,6,0,2
2,Associate Engineer,"61,200",Minnesota,2,,2
4,Financial Analyst,"61,800",Michigan,2,2,2
3,Grants manager ,"30,000",,2,1,2
3,Project Manager,"85,000",California,2,1,2
3,NetSuite Analyst,"62,000",Oregon,4,1,2
3,Associate Merchant,"64,000",Wisconsin,5,1,2
5,Senior Buyer,"52,000",Indiana,5,0,2
4,Copywriter,"77,000",Ohio,5,2,2
3,Executive Staff Assistant ,"63,750",Wisconsin,3,1,2
4,HR Business Partner,"80,000",Kentucky,5,2,2
3,Project Coordinator,"64,000",Massachusetts,4,2,0
4,Senior software engineer,"120,000",,5,3,2
3,Bioprocess Associate,"45,000",,3,2,2
3,Museum Curator,"65,000",Washington,4,2,2
3,Production coordinator,"72,000",,4,,2
3,Registered Nurse,"63,000",Oregon,1,1,2
3,Audit Trainee,"23,000",,4,0,2
4,Project Manager,"90,000",Massachusetts,5,1,2
3,Operations Research Analyst,"122,530",Virginia,3,2,2
3,Pastor,"67,500",Massachusetts,3,3,2
3,Multimedia Producer,"42,000",Maryland,2,1,2
3,Quarantine Care Team Coordinator,"40,000",Kansas,2,2,2
4,Assistant Professor,"83,000",Maine,3,3,2
4,Audit Consultant ,"160,000",Oklahoma,5,1,2
3,Litigation paralegal,"51,500",Illinois,2,1,2
3,Retail crew,"31,200",California,5,0,2
4,Mental Health Coach,"51,079",Alabama,5,2,2
3,Assistant Professor of English,"44,750",Illinois,2,3,2
4,Sr Reservoir Technologist,"118,500",Texas,5,1,1
5,Teaching Assistant,"72,548",Illinois,6,3,2
6,Chief Marketing Officer,"225,000",Connecticut,6,1,2
7,AEROSPACE ENGINEER,"120,000",Georgia,8,2,1
4,intern software developer,"40,000",,1,0,2
3,Collections Associate,"39,000",Massachusetts,2,1,1
3,"Sr Analyst, HR Technology","90,000",Texas,3,1,2
3,Assistant Director,"90,000",New Jersey,2,3,2
4,registered nurse,"60,000",North Carolina,5,1,2
3,Manager,"75,000",District of Columbia,2,2,2
3,Associate Attorney,"42,000",,3,3,2
3,Production Manager,"55,000",Colorado,3,1,2
4,Underwriter,"125,000",California,5,3,1
5,Administrative assistant ,"24,980",Tennessee,6,1,2
4,Development Manager,"265,000",Washington,6,1,1
5,Office Associate Senior,"29,078",Alabama,4,2,1
4,Specialty doctor ,"70,000",,5,3,2
3,Research Librarian,"78,500",Virginia,4,2,2
4,Product Owner,"73,000",Florida,5,1,2
3,Data Scientist,"120,000",,3,2,0
3,VP,"115,000",New York,3,1,2
4,Church Administrator,"37,500",,5,2,2
6,Human Resources - Employment Coordinator,"35,000",Mississippi,6,0,2
4,Attorney,"140,000",Illinois,5,3,2
4,Speech Language Pathologist,"70,000",Texas,5,2,2
2,Kinship and Adoption Navigator,"35,360",Ohio,1,1,2
3,Process Engineer,"84,000",New Jersey,4,1,1
3,Administrative Assistant,"43,000",,4,1,2
4,Senior Software Developer,"36,000",,5,2,2
6,Associate Dean,"100,000",North Dakota,7,2,2
3,Managing Economist,"160,000",District of Columbia,4,1,1
4,Intern software developer,"40,000",,1,0,2
3,Art Director,"49,000",Kansas,2,1,1
4,Director,"96,000",District of Columbia,5,3,2
3,Copywriting Supervisor,"48,000",New York,4,2,2
3,Education Coordinator,"50,000",Illinois,2,1,2
4,CTO,"165,000",,6,2,1
5,Team Leader,"51,000",Illinois,5,2,2
4,Professor,"86,000",Maryland,6,3,1
3,Director,"87,000",,4,2,Other or prefer not to answer
5,Sr. Content Designer,"135,000",California,6,1,2
4,Development Officer,"81,000",Wisconsin,5,0,2
4,Senior Editor II,"92,000",Tennessee,5,1,2
3,6-8 English as a Second Language Teacher,"49,008",Minnesota,4,1,2
4,Assistant Professor of Economics,"75,000",New York,4,2,1
4,Program manager ,"59,000",,5,2,2
3,Epidemiologist,"55,620",Texas,3,2,2
4,Senior Medical Writer,"109,000",North Carolina,3,3,1
4,Instructional Designer,"85,000",Washington,5,1,2
3,Pricing Analyst,"37,500",South Carolina,5,1,2
3,Software Engineer,"130,000",California,2,1,2
4,Senior Multimedia Designer,"80,000",Pennsylvania,5,2,2
3,Health Program Administrator 1,"75,000",New York,4,2,2
3,Research Associate,"53,000",Maryland,4,1,2
4,Senior Software Engineer,"213,200",New York,6,2,1
4,Accounting Manager,"105,000",California,5,1,2
5,"Senior Manager, User Experience","170,000",Oregon,7,2,2
3,Research Associate,"80,000",New York,3,1,2
3,Senior Consultant,"92,000",District of Columbia,4,2,0
4,Lead Collection Development Librarian,"68,000",Colorado,5,2,2
4,Adjunct instructor,"30,000",Colorado,5,3,2
3,Data Analyst,"120,000",California,5,1,1
5,Bookkeeper,"36,421",Nebraska,6,3,2
5,Freelance writer,"75,000",North Carolina,6,1,2
3,Fiscal Assistant,"35,000",Idaho,4,0,2
5,Nurse Practitioner,"120,000",Colorado,6,2,1
5,Assistant professor,"55,000",Maine,6,3,2
4,Associate,"140,000",Virginia,4,3,2
3,Processing archivist ,"35,000",Minnesota,3,2,2
4,Senior Financial Analyst,"96,000",Tennessee,5,1,2
3,Senior Content Strategist,"91,520",Maryland,5,1,2
3,Immigration Paralegal,"54,000",Massachusetts,2,1,2
4,Controller,"80,000",,5,1,2
5,Regional Manager,70,Missouri,6,2,2
3,Volunteer Training Manager,"46,000",South Carolina,3,1,2
4,Assistant Library Director,"65,000",Massachusetts,5,2,2
6,Staff Accountant,"40,000",Washington,8,1,2
3,Senior AML Manager,"700,000",,3,2,2
3,Clinical Research Coordinator,"60,000",Virginia,5,1,2
2,HR Coordinator,"47,739",Indiana,2,1,2
4,Project Director,"65,000",South Carolina,5,2,2
3,Program Officer,"56,100",Illinois,4,2,2
4,Geologist ,"97,000",New Hampshire,5,2,2
3,Media specialist,"32,000",Virginia,4,1,2
3,Graduate Student,"15,000",Indiana,2,1,2
3,Executive Director,"45,520",Iowa,4,2,2
3,Early Years Practitioner,"10,000",,4,1,2
5,Sales Manager,"45,000",,6,1,2
3,Executive assistant ,"27,770",,3,1,2
6,Senior Copywriter,"96,000",Pennsylvania,8,1,2
4,Lower School Science Teacher,"92,000",California,5,1,2
3,Staff Accountant ,"59,000",Texas,4,1,2
4,Director of Operations,"56,000",Florida,4,1,2
3,Media Buying Director ,"68,000",Pennsylvania,4,1,2
4,senior executive search consultant,"87,000",Minnesota,3,2,2
3,Marketing strategist,"88,800",Colorado,3,1,2
2,Human Resources Manager,"55,000",Michigan,3,1,2
3,Senior Research Assistant,"48,000",Oregon,3,2,2
3,Teacher,"58,000",Minnesota,3,2,2
4,Adult Services Librarian,"57,000",Illinois,5,2,2
4,Senior Operations Associate,"64,446",Texas,5,1,2
3,Supervisor,"25,000",Ohio,5,0,2
4,Assistant Professor,"76,000",,5,3,2
3,Program Director,"47,500",Washington,3,1,2
4,Graphic Designer,"51,000",Washington,5,1,2
4,Senior Graphic Designer,"87,000",Georgia,5,1,2
3,Community Director,"140,000",Washington,2,1,0
5,Chapters & Conferences Liaison,"56,000",Illinois,6,1,2
3,Senior Manager,"130,000",Illinois,3,2,2
2,Digital Merchandising Coordinator,"50,000",New York,2,1,2
2,Branch Manager,"48,000",Florida,3,2,2
4,Associate professor,"120,000",Indiana,4,3,2
5, Cloud Architect ,"172,000",New Jersey,6,1,1
4,Assistant Professor (Biology),"99,000",California,3,3,2
3,Creative Services Specialist,"71,077",Washington,4,1,0
2,Program Associate,"64,000",Illinois,2,1,0
4,Lecturer,"46,000",Tennessee,4,3,2
3,Senior Analytics Consultant,"82,000",Massachusetts,3,1,2
5,Librarian 4,"64,000",New Jersey,6,2,2
3,Public Defender,"63,000",Iowa,3,3,2
3,Scientist II,"90,000",Maryland,2,3,2
3,Lead audio engineer,"155,000",Florida,5,1,1
4,Intake Manager,"130,000",Georgia,5,0,2
3,Marketing assistant,"15,000",,3,1,2
3,Development manager,"35,600",,3,2,2
3,Aggregation Quality Analyst,"55,120",Texas,3,1,2
3,Associate Publications Specialist,"45,000",Utah,3,0,2
4,Supervisor,"70,000",Colorado,5,2,2
3,Geologist,"53,800",Washington,3,2,2
3,research analyst,"73,080",Connecticut,3,2,2
3,Attorney ,"240,000",California,4,3,2
3,Policy Analyst,"96,500",Massachusetts,5,2,2
4,Instructor,"53,000",South Carolina,5,2,2
3,Sr Customer Service Lead,"47,840",Pennsylvania,4,1,2
4,Admin Management Coord,"42,640",Tennessee,5,1,2
3,Senior Research Analyst,"61,000",Pennsylvania,3,1,0
5,Programmer Analyst,"56,800",Missouri,7,1,2
4,Executive Secretary ,"60,777",Nebraska,5,2,2
6,Buyer 3,"76,147",Georgia,7,1,1
3,Operations Manager,"42,000",Illinois,2,1,2
4,Sales and Marketing Manager,"48,000",California,4,0,2
4,TRUST Operations Specialist,"37,500",Iowa,5,1,2
4,Public Services Supervisor,"42,000",Tennessee,4,2,2
4,Senior Artist Manager,"42,000",,5,1,2
3,Staff Scientist,"62,150",Colorado,2,2,2
3,research manager,"72,800",Illinois,3,2,2
4,Marketing Coordinator,"44,000",Colorado,5,1,2
5,Planning Process Coordinator,"45,500",Georgia,6,1,2
3,Strategic consultant ,"92,000",Massachusetts,3,1,2
4,Detective,"84,200",Texas,4,3,2
3,Program analyst,"77,488",Indiana,4,2,1
5,"Assistant Professor, Clinical Teaching Track (NTT)","67,000",Colorado,6,2,2
3,"Lead Analyst, Supply Chain Information Systems","111,000",Ohio,4,1,2
3,Senior Copywriter,"83,300",Washington,3,2,2
3,Quality Assurance,"48,000",Oklahoma,2,1,2
3,Regulatory Affairs,"85,000",Minnesota,3,1,2
3,Business Analyst FP&A,"67,000",Florida,3,1,2
3,Resident physician,"60,000",,2,3,2
3,Undergraduate Administrator and Administrative Coordinator,"65,000",,4,1,2
3,Site Reliability Engineer,"173,000",California,4,1,Other or prefer not to answer
5,Research Director,"104,000",Virginia,7,1,2
5,Data Quality Analyst,"133,000",New Jersey,6,1,2
4,Teaching Fellow,"36,000",Indiana,2,3,2
4,"Manager, Editorial Operations","70,584",Pennsylvania,5,1,2
3,Recruitment Consultant,"20,000",,3,1,2
